ID_NODO    PADRE:   RELACION    ID_HIJOS 
1    RAIZ        0          2
2          1         0         3
3          2         0         4
4          3         0         5 6
5          4         0         7
6          4         0         8 9 10
7          5         0         11 12
8          6         0         13 14
9          6         0         15 16
10          6         0         17 18
11          7         0         19
12          7         0         20 21
13          8         0         22
14         8        0      SIN HIJOS
15          9         0         23 24
16          9         0         25 26
17          10         0         27 28
18         10        0      SIN HIJOS
19          11         0         29
20          12         0         30
21         12        0      SIN HIJOS
22          13         0         31 32
23          15         0         33 34
24          15         0         35
25          16         0         36
26          16         0         37 38
27          17         0         39 40
28          17         0         41
29          19         0         42 43
30          20         0         44
31         22        0      SIN HIJOS
32         22        0      SIN HIJOS
33          23         0         45
34          23         0         46 47
35          24         0         48 49
36         25        0      SIN HIJOS
37          26         0         50 51
38          26         0         52 53
39          27         0         54 55
40         27        0      SIN HIJOS
41          28         0         56
42          29         0         57
43          29         0         58 59
44          30         0         60
45          33         0         61 62
46          34         0         63 64
47         34        0      SIN HIJOS
48          35         0         65 66
49          35         0         67
50          37         0         68
51         37        0      SIN HIJOS
52         38        0      SIN HIJOS
53         38        0      SIN HIJOS
54          39         0         69
55          39         0         70
56          41         0         71 72
57         42        0      SIN HIJOS
58         43        0      SIN HIJOS
59          43         0         73
60          44         0         74
61          45         0         75
62         45        0      SIN HIJOS
63         46        0      SIN HIJOS
64         46        0      SIN HIJOS
65          48         0         76 77
66         48        0      SIN HIJOS
67         49        0      SIN HIJOS
68         50        0      SIN HIJOS
69         54        0      SIN HIJOS
70          55         0         78
71          56         0         79 80
72          56         0         81 82
73          59         0         83 84
74          60         0         85
75          61         0         86 87
76          65         0         88
77          65         0         89 90
78          70         0         91 92
79          71         0         93 94
80          71         0         95 96
81          72         0         97
82         72        0      SIN HIJOS
83          73         0         98 99
84          73         0         100 101
85          74         0         102
86          75         0         103
87          75         0         104
88          76         0         105
89          77         0         106
90          77         0         107 108
91          78         0         109 110
92         78        0      SIN HIJOS
93          79         0         111 112
94          79         0         113
95          80         0         114
96          80         0         115 116
97          81         0         117
98          83         0         118
99         83        0      SIN HIJOS
100          84         0         119 120
101          84         0         121
102          85         0         122
103          86         0         123
104          87         0         124 125
105          88         0         126 127
106         89        0      SIN HIJOS
107          90         0         128
108          90         0         129
109          91         0         130 131
110          91         0         132 133
111          93         0         134 135
112          93         0         136 137
113         94        0      SIN HIJOS
114          95         0         138
115          96         0         139
116          96         0         140
117         97        0      SIN HIJOS
118          98         0         141
119         100        0      SIN HIJOS
120         100        0      SIN HIJOS
121         101        0      SIN HIJOS
122         102        0      SIN HIJOS
123          103         0         142 143
124          104         0         144
125          104         0         145 146
126          105         0         147 148
127         105        0      SIN HIJOS
128         107        0      SIN HIJOS
129          108         0         149 150
130          109         0         151 152
131          109         0         153
132         110        0      SIN HIJOS
133          110         0         154 155
134          111         0         156 157
135          111         0         158
136         112        0      SIN HIJOS
137          112         0         159
138         114        0      SIN HIJOS
139          115         0         160
140          116         0         161
141         118        0      SIN HIJOS
142         123        0      SIN HIJOS
143         123        0      SIN HIJOS
144          124         0         162
145          125         0         163 164
146          125         0         165 166
147         126        0      SIN HIJOS
148         126        0      SIN HIJOS
149         129        0      SIN HIJOS
150         129        0      SIN HIJOS
151         130        0      SIN HIJOS
152          130         0         167
153         131        0      SIN HIJOS
154          133         0         168
155         133        0      SIN HIJOS
156          134         0         169 170
157          134         0         171
158          135         0         172 173
159          137         0         174 175
160         139        0      SIN HIJOS
161          140         0         176
162          144         0         177 178
163         145        0      SIN HIJOS
164          145         0         179
165          146         0         180
166         146        0      SIN HIJOS
167          152         0         181 182
168         154        0      SIN HIJOS
169          156         0         183
170          156         0         184 185
171          157         0         186 187
172          158         0         188
173         158        0      SIN HIJOS
174          159         0         189
175          159         0         190 191
176          161         0         192 193
177          162         0         194 195
178         162        0      SIN HIJOS
179          164         0         196
180         165        0      SIN HIJOS
181          167         0         197
182         167        0      SIN HIJOS
183          169         0         198 199
184          170         0         200
185          170         0         201
186         171        0      SIN HIJOS
187          171         0         202 203
188         172        0      SIN HIJOS
189         174        0      SIN HIJOS
190          175         0         204
191          175         0         205
192         176        0      SIN HIJOS
193         176        0      SIN HIJOS
194          177         0         206 207
195          177         0         208
196          179         0         209
197          181         0         210 211
198          183         0         212 213
199         183        0      SIN HIJOS
200          184         0         214 215
201          185         0         216 217
202         187        0      SIN HIJOS
203          187         0         218
204          190         0         219 220
205          191         0         221
206          194         0         222
207          194         0         223
208          195         0         224
209         196        0      SIN HIJOS
210          197         0         225
211         197        0      SIN HIJOS
212          198         0         226 227
213          198         0         228
214          200         0         229 230
215          200         0         231
216          201         0         232 233
217         201        0      SIN HIJOS
218          203         0         234
219          204         0         235 236
220         204        0      SIN HIJOS
221          205         0         237
222          206         0         238 239
223          207         0         240
224          208         0         241
225          210         0         242 243
226          212         0         244 245
227          212         0         246 247
228         213        0      SIN HIJOS
229         214        0      SIN HIJOS
230          214         0         248 249
231         215        0      SIN HIJOS
232         216        0      SIN HIJOS
233          216         0         250 251
234         218        0      SIN HIJOS
235          219         0         252
236          219         0         253 254
237          221         0         255 256
238          222         0         257
239          222         0         258
240         223        0      SIN HIJOS
241         224        0      SIN HIJOS
242          225         0         259
243         225        0      SIN HIJOS
244          226         0         260
245         226        0      SIN HIJOS
246          227         0         261
247          227         0         262
