ID_NODO    PADRE:   RELACION    ID_HIJOS 
1    RAIZ        0          2
2          1         0         3 4
3          2         0         5 6
4          2         0         7
5          3         0         8 9
6          3         0         10 11 12
7         4        0      SIN HIJOS
8          5         0         13
9          5         0         14 15
10          6         0         16 17 18
11          6         0         19 20
12          6         0         21
13         8        0      SIN HIJOS
14         9        0      SIN HIJOS
15          9         0         22 23
16          10         0         24
17          10         0         25 26
18          10         0         27
19          11         0         28 29
20          11         0         30 31
21          12         0         32 33
22          15         0         34
23         15        0      SIN HIJOS
24          16         0         35
25          17         0         36
26         17        0      SIN HIJOS
27          18         0         37
28          19         0         38
29          19         0         39 40
30          20         0         41
31         20        0      SIN HIJOS
32          21         0         42 43
33          21         0         44
34          22         0         45
35          24         0         46
36         25        0      SIN HIJOS
37          27         0         47
38         28        0      SIN HIJOS
39          29         0         48
40          29         0         49 50
41          30         0         51
42          32         0         52
43          32         0         53
44          33         0         54
45         34        0      SIN HIJOS
46          35         0         55 56
47         37        0      SIN HIJOS
48          39         0         57 58
49         40        0      SIN HIJOS
50          40         0         59 60
51         41        0      SIN HIJOS
52          42         0         61
53          43         0         62
54         44        0      SIN HIJOS
55          46         0         63 64
56          46         0         65
57          48         0         66 67
58         48        0      SIN HIJOS
59         50        0      SIN HIJOS
60          50         0         68
61          52         0         69 70
62          53         0         71 72
63          55         0         73 74
64          55         0         75
65          56         0         76 77
66          57         0         78 79
67          57         0         80
68          60         0         81 82
69          61         0         83 84
70         61        0      SIN HIJOS
71         62        0      SIN HIJOS
72          62         0         85
73          63         0         86
74          63         0         87
75          64         0         88 89
76          65         0         90
77          65         0         91
78         66        0      SIN HIJOS
79          66         0         92
80          67         0         93 94
81          68         0         95 96
82          68         0         97
83          69         0         98
84          69         0         99
85         72        0      SIN HIJOS
86          73         0         100 101
87         74        0      SIN HIJOS
88         75        0      SIN HIJOS
89          75         0         102
90         76        0      SIN HIJOS
91          77         0         103
92          79         0         104 105
93         80        0      SIN HIJOS
94          80         0         106
95          81         0         107 108
96          81         0         109 110
97          82         0         111
98         83        0      SIN HIJOS
99          84         0         112 113
100          86         0         114 115
101          86         0         116 117
102          89         0         118 119
103          91         0         120
104         92        0      SIN HIJOS
105          92         0         121
106          94         0         122 123
107          95         0         124 125
108          95         0         126 127
109          96         0         128
110          96         0         129 130
111         97        0      SIN HIJOS
112         99        0      SIN HIJOS
113          99         0         131
114         100        0      SIN HIJOS
115          100         0         132
116          101         0         133
117          101         0         134
118          102         0         135
119          102         0         136
120          103         0         137
121          105         0         138
122          106         0         139
123          106         0         140 141
124          107         0         142
125          107         0         143 144
126          108         0         145 146
127         108        0      SIN HIJOS
128         109        0      SIN HIJOS
129          110         0         147 148
130         110        0      SIN HIJOS
131         113        0      SIN HIJOS
132          115         0         149
133          116         0         150 151
134         117        0      SIN HIJOS
135         118        0      SIN HIJOS
136          119         0         152 153
137         120        0      SIN HIJOS
138          121         0         154 155
139         122        0      SIN HIJOS
140          123         0         156 157
141          123         0         158
142          124         0         159 160
143          125         0         161 162
144          125         0         163 164
