ID_NODO    PADRE:   RELACION    ID_HIJOS 
1    RAIZ        0          2
2          1         0         3 4
3          2         0         5 6 7
4          2         0         8 9
5          3         0         10 11 12
6          3         0         13 14 15
7          3         0         16
8          4         0         17
9          4         0         18 19
10          5         0         20 21
11          5         0         22
12          5         0         23 24 25
13          6         0         26
14          6         0         27 28 29
15          6         0         30 31
16         7        0      SIN HIJOS
17          8         0         32
18          9         0         33 34
19          9         0         35
20          10         0         36
21          10         0         37
22          11         0         38 39
23          12         0         40 41
24          12         0         42
25          12         0         43
26          13         0         44 45
27          14         0         46
28          14         0         47
29          14         0         48 49
30          15         0         50
31          15         0         51
32         17        0      SIN HIJOS
33          18         0         52
34         18        0      SIN HIJOS
35          19         0         53 54
36          20         0         55
37          21         0         56 57
38          22         0         58 59
39          22         0         60 61
40          23         0         62
41          23         0         63 64
42          24         0         65 66
43          25         0         67 68
44          26         0         69 70
45          26         0         71
46          27         0         72
47          28         0         73 74
48          29         0         75 76 77
49          29         0         78 79
50          30         0         80 81
51         31        0      SIN HIJOS
52          33         0         82 83
53          35         0         84 85
54          35         0         86
55          36         0         87
56         37        0      SIN HIJOS
57          37         0         88
58          38         0         89
59          38         0         90 91
60         39        0      SIN HIJOS
61         39        0      SIN HIJOS
62          40         0         92
63         41        0      SIN HIJOS
64          41         0         93 94
65         42        0      SIN HIJOS
66          42         0         95
67         43        0      SIN HIJOS
68         43        0      SIN HIJOS
69          44         0         96
70          44         0         97 98
71          45         0         99 100
72          46         0         101 102
73          47         0         103
74          47         0         104 105
75          48         0         106 107
76          48         0         108
77          48         0         109 110
78          49         0         111
79         49        0      SIN HIJOS
80         50        0      SIN HIJOS
81          50         0         112 113
82         52        0      SIN HIJOS
83         52        0      SIN HIJOS
84          53         0         114
85         53        0      SIN HIJOS
86          54         0         115
87         55        0      SIN HIJOS
88          57         0         116
89         58        0      SIN HIJOS
90         59        0      SIN HIJOS
91         59        0      SIN HIJOS
92         62        0      SIN HIJOS
93         64        0      SIN HIJOS
94          64         0         117 118
95          66         0         119
96          69         0         120
97         70        0      SIN HIJOS
98          70         0         121 122
99          71         0         123 124
100          71         0         125
101          72         0         126 127
102          72         0         128 129
103         73        0      SIN HIJOS
104          74         0         130
105          74         0         131
106          75         0         132 133
107         75        0      SIN HIJOS
108         76        0      SIN HIJOS
109          77         0         134
110         77        0      SIN HIJOS
111          78         0         135
112          81         0         136 137
113         81        0      SIN HIJOS
114         84        0      SIN HIJOS
115          86         0         138 139
116          88         0         140
117          94         0         141
118          94         0         142
119         95        0      SIN HIJOS
120         96        0      SIN HIJOS
121         98        0      SIN HIJOS
122          98         0         143
123         99        0      SIN HIJOS
124         99        0      SIN HIJOS
125          100         0         144
126         101        0      SIN HIJOS
127          101         0         145
128          102         0         146 147
129          102         0         148 149
130          104         0         150
131         105        0      SIN HIJOS
132         106        0      SIN HIJOS
133          106         0         151 152
134          109         0         153 154
135          111         0         155
136          112         0         156 157
137          112         0         158
138          115         0         159
139         115        0      SIN HIJOS
140          116         0         160
141          117         0         161
142          118         0         162
